ROW_ID,conversion
0,0.020577727
1,0.00013681583
2,0.09896447
3,0.00036648367
4,0.1719688
5,0.012474512
6,0.00025496606
7,0.021185514
8,0.17141286
9,0.00018198793
10,0.00031520633
11,0.079861656
12,0.0894572
13,0.008405435
14,0.06656184
15,0.0004401021
16,0.20372507
17,0.00011551802
18,0.0003405548
19,0.00041367876
20,0.024412556
21,0.05418977
22,0.19055733
23,0.00013872593
24,0.0001942452
25,0.000148233
26,0.036182415
27,0.00022518628
28,0.029467596
29,0.18118411
30,0.0003258158
31,0.034392204
32,0.000106409585
33,0.029075306
34,0.026174394
35,0.5907312
36,0.014951277
37,0.017890615
38,0.0024830727
39,0.10692505
40,0.053633347
41,0.0002058674
42,0.00030028867
43,0.01327508
44,0.08949114
45,0.045003675
46,0.028724335
47,0.023764813
48,0.0151255
49,0.00038777434
50,0.0591591
51,0.02449278
52,0.0005749917
53,0.00025065854
54,0.14468849
55,0.00019566389
56,0.04009825
57,9.700212e-05
58,0.24156424
59,0.00021203552
60,0.06384406
61,0.00014656511
62,0.024254918
63,0.107155964
64,0.0001627808
65,0.0001485253
66,0.0002295089
67,0.015779184
68,0.2752214
69,0.15017661
70,0.00014603388
71,0.00011388909
72,0.0002339747
73,0.07665278
74,0.0002614871
75,0.47591904
76,0.010562936
77,0.00046109286
78,0.016731158
79,0.04805449
80,0.00016781315
81,0.00025459367
82,0.06798805
83,0.018302893
84,0.00022194564
85,0.00050860934
86,0.00034876366
87,0.00018852852
88,0.07724402
89,0.005592605
90,0.025892764
91,0.09377632
92,0.09017766
93,0.038414374
94,0.010929314
95,0.011986162
96,0.00015639907
97,0.00026818734
98,0.00016647855
99,0.022290321
100,0.13413258
101,0.1873029
102,0.10256217
103,0.00025165232
104,0.0006564576
105,0.03284093
106,0.0066950577
107,0.3559079
108,0.058761008
109,0.104076296
110,0.0026691444
111,0.00018241565
112,0.2112103
113,0.0004201266
114,0.08600784
115,0.045125224
116,0.00038139024
117,0.031213058
118,0.08895509
119,0.11348078
120,0.35726312
121,0.13909374
122,0.00023453622
123,0.00029537475
124,0.00024131169
125,0.0525147
126,0.00017196167
127,0.03615655
128,0.00014898402
129,0.011959165
130,0.000137379
131,0.0002465728
132,0.07387416
133,0.17674822
134,0.0073571526
135,0.053076718
136,9.975104e-05
137,0.22444859
138,0.00028778162
139,0.0002117444
140,0.5376591
141,0.00044407524
142,0.0007345249
143,0.15705009
144,0.21744196
145,0.0209883
146,0.0155492965
147,0.00026409025
148,0.0001963391
149,0.03364063
150,9.410999e-05
151,0.0005082078
152,0.14638391
153,0.035163842
154,0.00011862057
155,0.06785793
156,0.0071485434
157,0.060442146
158,0.010673613
159,0.01704042
160,0.123452194
161,0.034697875
162,0.029432794
163,0.040698808
164,0.1805689
165,0.00025840892
166,0.14753273
167,0.45171773
168,0.00021737088
169,0.20480172
170,0.15943705
171,0.036431503
172,0.00015119396
173,0.00027373654
174,0.0003526917
175,0.00021994917
176,0.000118019656
177,0.0002903302
178,0.00014941566
179,0.0183789
180,0.000320305
181,0.10730983
182,0.00016056786
183,0.00028955122
184,0.12561712
185,0.06762581
186,0.17921136
187,0.00014478312
188,0.0004752297
189,0.0002109271
190,0.00019111326
191,0.0002810846
192,0.00021691374
193,0.0053758738
194,0.0018233965
195,0.055253647
196,0.0061290315
197,0.042994253
198,0.044057213
199,0.019939503
200,0.007796514
201,0.012440259
202,0.00044722485
203,0.00016309338
204,0.022543836
205,0.00024931785
206,0.33326375
207,0.027601052
208,0.03559532
209,0.00016184569
210,0.0002518328
211,0.0004946289
212,0.044818252
213,0.23038512
214,0.00010187327
215,0.016077427
216,0.013145942
217,0.00042880565
218,0.07296228
219,0.11957185
220,0.07735421
221,0.03404499
